domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Core Framework Deployment,"flutter, react native, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Core Framework Deployment pakai flutter, react native, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.41,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Core Framework Deployment,"flutter, react native, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Core Framework Deployment pakai flutter, react native, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.25,0.44,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Pada proyek terakhir terkait Global Component Application State Management, saya bertanggung jawab penuh menggunakan state management, javascript, dart, flutter. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.93,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Pada proyek terakhir terkait Global Component Application State Management, saya bertanggung jawab penuh menggunakan state management, javascript, dart, flutter. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.88,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Pada proyek terakhir terkait Global Component Application State Management, saya bertanggung jawab penuh menggunakan state management, javascript, dart, flutter. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.93,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Pada proyek terakhir terkait Global Component Application State Management, saya bertanggung jawab penuh menggunakan state management, javascript, dart, flutter. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.87,0.99,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Pada proyek terakhir terkait Global Component Application State Management, saya bertanggung jawab penuh menggunakan state management, javascript, dart, flutter. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.93,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Saya pernah ikut tim mengerjakan Global Component Application State Management pakai state management, javascript, dart, flutter. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.11,0.38,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Saya pernah ikut tim mengerjakan Global Component Application State Management pakai state management, javascript, dart, flutter. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.43,0.38,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Saya pernah ikut tim mengerjakan Global Component Application State Management pakai state management, javascript, dart, flutter. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.38,0.29,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Saya pernah ikut tim mengerjakan Global Component Application State Management pakai state management, javascript, dart, flutter. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.42,0.42,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Global Component Application State Management,"state management, javascript, dart, flutter","Saya pernah ikut tim mengerjakan Global Component Application State Management pakai state management, javascript, dart, flutter. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.22,0.46,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Pada proyek terakhir terkait Native Bridge Driver Customization, saya bertanggung jawab penuh menggunakan native bridges, mobile sdk, flutter, react native. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,0.94,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Pada proyek terakhir terkait Native Bridge Driver Customization, saya bertanggung jawab penuh menggunakan native bridges, mobile sdk, flutter, react native. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.99,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Pada proyek terakhir terkait Native Bridge Driver Customization, saya bertanggung jawab penuh menggunakan native bridges, mobile sdk, flutter, react native. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.95,0.92,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Pada proyek terakhir terkait Native Bridge Driver Customization, saya bertanggung jawab penuh menggunakan native bridges, mobile sdk, flutter, react native. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.92,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Pada proyek terakhir terkait Native Bridge Driver Customization, saya bertanggung jawab penuh menggunakan native bridges, mobile sdk, flutter, react native. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,0.9,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Saya pernah ikut tim mengerjakan Native Bridge Driver Customization pakai native bridges, mobile sdk, flutter, react native. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.4,0.2,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Saya pernah ikut tim mengerjakan Native Bridge Driver Customization pakai native bridges, mobile sdk, flutter, react native. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.29,0.22,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Saya pernah ikut tim mengerjakan Native Bridge Driver Customization pakai native bridges, mobile sdk, flutter, react native. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.36,0.41,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Saya pernah ikut tim mengerjakan Native Bridge Driver Customization pakai native bridges, mobile sdk, flutter, react native. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.43,0.31,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Native Bridge Driver Customization,"native bridges, mobile sdk, flutter, react native","Saya pernah ikut tim mengerjakan Native Bridge Driver Customization pakai native bridges, mobile sdk, flutter, react native. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.32,0.25,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Pada proyek terakhir terkait Cross Platform Mobile Memory Optimization, saya bertanggung jawab penuh menggunakan cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.99,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Pada proyek terakhir terkait Cross Platform Mobile Memory Optimization, saya bertanggung jawab penuh menggunakan cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.93,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Pada proyek terakhir terkait Cross Platform Mobile Memory Optimization, saya bertanggung jawab penuh menggunakan cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.91,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Pada proyek terakhir terkait Cross Platform Mobile Memory Optimization, saya bertanggung jawab penuh menggunakan cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.9,0.93,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Pada proyek terakhir terkait Cross Platform Mobile Memory Optimization, saya bertanggung jawab penuh menggunakan cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.96,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Mobile Memory Optimization pakai cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.26,0.44,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Mobile Memory Optimization pakai cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.12,0.22,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Mobile Memory Optimization pakai cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.28,0.38,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Mobile Memory Optimization pakai cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.12,0.38,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Cross Platform Mobile Memory Optimization,"cross-platform optimization, mobile UI concepts, dart, javascript","Saya pernah ikut tim mengerjakan Cross Platform Mobile Memory Optimization pakai cross-platform optimization, mobile UI concepts, dart, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.29,0.3,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Pada proyek terakhir terkait Secure Local Cache Configuration, saya bertanggung jawab penuh menggunakan mobile application development, mobile sdk, state management. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.9,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Pada proyek terakhir terkait Secure Local Cache Configuration, saya bertanggung jawab penuh menggunakan mobile application development, mobile sdk, state management. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.92,4,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Pada proyek terakhir terkait Secure Local Cache Configuration, saya bertanggung jawab penuh menggunakan mobile application development, mobile sdk, state management. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.92,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Pada proyek terakhir terkait Secure Local Cache Configuration, saya bertanggung jawab penuh menggunakan mobile application development, mobile sdk, state management. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.86,0.96,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Pada proyek terakhir terkait Secure Local Cache Configuration, saya bertanggung jawab penuh menggunakan mobile application development, mobile sdk, state management. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.92,5,HIGH_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Saya pernah ikut tim mengerjakan Secure Local Cache Configuration pakai mobile application development, mobile sdk, state management. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.3,0.25,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Saya pernah ikut tim mengerjakan Secure Local Cache Configuration pakai mobile application development, mobile sdk, state management. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.38,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Saya pernah ikut tim mengerjakan Secure Local Cache Configuration pakai mobile application development, mobile sdk, state management. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.33,2,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Saya pernah ikut tim mengerjakan Secure Local Cache Configuration pakai mobile application development, mobile sdk, state management. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.35,0.42,1,LOW_QUALITY
Information & Technology,Mobile Development,Mobile Developer,Secure Local Cache Configuration,"mobile application development, mobile sdk, state management","Saya pernah ikut tim mengerjakan Secure Local Cache Configuration pakai mobile application development, mobile sdk, state management. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.21,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Pada proyek terakhir terkait Functional Edge Case Test Design, saya bertanggung jawab penuh menggunakan test case design, qa fundamentals, black box testing, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.9,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Pada proyek terakhir terkait Functional Edge Case Test Design, saya bertanggung jawab penuh menggunakan test case design, qa fundamentals, black box testing, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.95,1.0,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Pada proyek terakhir terkait Functional Edge Case Test Design, saya bertanggung jawab penuh menggunakan test case design, qa fundamentals, black box testing, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.93,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Pada proyek terakhir terkait Functional Edge Case Test Design, saya bertanggung jawab penuh menggunakan test case design, qa fundamentals, black box testing, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.99,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Pada proyek terakhir terkait Functional Edge Case Test Design, saya bertanggung jawab penuh menggunakan test case design, qa fundamentals, black box testing, software testing. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",1.0,0.99,5,HIGH_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Saya pernah ikut tim mengerjakan Functional Edge Case Test Design pakai test case design, qa fundamentals, black box testing, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.22,2,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Saya pernah ikut tim mengerjakan Functional Edge Case Test Design pakai test case design, qa fundamentals, black box testing, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.3,0.22,1,LOW_QUALITY
Information & Technology,Software Tester,Manual QA Tester,Functional Edge Case Test Design,"test case design, qa fundamentals, black box testing, software testing","Saya pernah ikut tim mengerjakan Functional Edge Case Test Design pakai test case design, qa fundamentals, black box testing, software testing. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.34,1,LOW_QUALITY
