sample_id,domain,role_family,target_role,competency,question,answer,role_relevance,star_structure,evidence_specificity,technical_accuracy,communication_clarity,self_awareness,evidence_level,weakness_tags,need_clarification,clarification_type,final_score_0_100,final_score_0_1,quality_label,has_tool,has_metric,has_impact,has_action,has_context,answer_length_words
AQD-A01D8A,Information & Technology,Data & AI,Data Analyst,Resilience & Handling Failure,"Di dunia IT, bikin error atau sistem nge-bug itu hal biasa. Coba ceritakan satu pengalamanmu saat melakukan kesalahan cukup fatal di sebuah project. Apa yang kamu lakukan untuk memperbaikinya?","Saya ingat waktu itu kami sedang mengerjakan proyek dashboard analisis penjualan untuk klien retail. Kesalahan fatal yang saya lakukan adalah saat mengumumkan peluncuran dashboard tersebut di media sosial internal perusahaan, saya salah memasukkan grafis visualisasi datanya, tertukar dengan proyek divisi lain. Begitu sadar lima menit kemudian, saya langsung bertindak cepat menghapus postingan tersebut dan mengunggah gambar yang benar. Meskipun sempat panik, saya tetap percaya diri menghadapi situasi itu. Hasilnya sangat bagus, postingan yang baru itu mendapat lebih dari 500 likes dan tingkat interaksi karyawan naik sampai 25 persen. Selain itu, saat perayaan syukuran proyeknya, kehadiran anggota tim mencapai 100 persen karena mereka sangat mengapresiasi kerja keras kami.",50,70,60,40,80,60,3,role_relevance_low;technical_detail_missing;tools_missing,True,role_relevance,58.5,0.585,Average,0,1,1,1,1,107
AQD-445D34,Information & Technology,Data & AI,Data Analyst,Resilience & Handling Failure,"Di dunia IT, bikin error atau sistem nge-bug itu hal biasa. Coba ceritakan satu pengalamanmu saat melakukan kesalahan cukup fatal di sebuah project. Apa yang kamu lakukan untuk memperbaikinya?","Waktu itu saya sedang memegang proyek migrasi dasbor pelaporan untuk jajaran direksi. Tugas saya adalah mengalihkan seluruh query SQL dari database lama ke data warehouse yang baru. Namun, karena kurang teliti saat memeriksa profil koneksi di pgAdmin, saya tidak sengaja menjalankan perintah penghapusan tabel di lingkungan produksi yang aktif. Hal ini menyebabkan seluruh dasbor eksekutif langsung tidak berfungsi dan menampilkan error. Begitu sadar akan kesalahan tersebut, saya tidak panik. Langkah pertama yang saya lakukan adalah segera melapor ke ketua tim data engineering untuk berkolaborasi mencari solusi tercepat. Saya langsung mengaktifkan protokol pemulihan dengan mengembalikan data menggunakan snapshot cadangan terbaru. Setelah data berhasil dipulihkan, saya menulis dokumentasi lengkap mengenai kronologis kejadian tersebut dan mengajukan pembaruan kebijakan akses database, di mana hak akses menulis di lingkungan produksi dibatasi secara ketat untuk para analis. Hasilnya, dasbor kembali berfungsi normal sebelum rapat direksi dimulai. Direktur utama mengapresiasi kejujuran dan kecepatan respons kami dalam menangani masalah ini, dan kebijakan pembatasan akses yang saya usulkan kini diterapkan secara resmi oleh seluruh tim data untuk mencegah kesalahan serupa di masa depan.",95,100,95,95,95,100,5,,False,none,96.5,0.965,Strong,1,0,1,1,1,174
AQD-937D23,Information & Technology,Data & AI,Data Analyst,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Saya rasa untuk menjelaskan istilah teknis yang rumit seperti overfitting itu kita harus merujuk pada definisi akademisnya ya. Overfitting adalah suatu keadaan di mana model pembelajaran mesin yang kita latih itu terlalu menyesuaikan diri dengan data latih atau training data, sehingga ia kehilangan kemampuan generalisasi pada data baru atau testing data. Cara memastikannya paham adalah dengan menjelaskan konsep bias-variance tradeoff, di mana jika bias terlalu rendah maka variance akan tinggi, dan itu menyebabkan error yang besar pada test set. Jadi, kita harus selalu menekankan bahwa model yang baik itu adalah model yang memiliki error minimal baik di training maupun testing set sesuai dengan teori statistika dasar yang diajarkan di buku-buku teks kuliah data science.",35,20,20,80,30,25,1,context_missing;contribution_unclear;star_structure_missing;impact_missing;measurable_result_missing,True,context,34.25,0.3425,Weak,0,0,0,0,0,114
AQD-FD4EA8,Information & Technology,Data & AI,Data Analyst,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Saya pernah berada dalam situasi di mana saya harus mempresentasikan model prediksi churn menggunakan algoritma Random Forest dan Gradient Boosting kepada klien dari divisi pemasaran yang tidak memiliki latar belakang data science. Tantangannya adalah menjelaskan konsep hyperparameter tuning dan bagaimana variabel fitur yang kita gunakan bisa memiliki pengaruh non-linear terhadap target variabel. Dalam sesi tersebut, saya melakukan inisialisasi pada model, melakukan proses cross-validation dengan k-fold sebanyak sepuluh kali, lalu saya memetakan feature importance menggunakan SHAP values untuk mengidentifikasi kontribusi tiap variabel terhadap probabilitas churn. Saya menjelaskan secara teknis bagaimana ensemble learning bekerja untuk mengurangi bias dan varians dengan menggabungkan beberapa decision trees yang kemudian divalidasi dengan F1-score yang tinggi.",70,50,75,80,60,50,3,impact_missing;measurable_result_missing;communication_unclear,True,impact,65.5,0.655,Average,1,0,0,1,1,109
AQD-090F61,Information & Technology,Data & AI,Data Analyst,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Dulu saya harus jelasin istilah 'multivariate regression' ke klien yang awam data. Saya pakai analogi resep masakan; jadi variabel itu kayak bumbu, hasilnya masakan. Terus saya tunjukin visualisasi sederhana. Hasilnya, klien langsung paham dan setuju pakai model saya. Awalnya mereka ragu, tapi setelah penjelasan itu, waktu pengerjaan proyek jadi lebih cepat 30% karena mereka nggak perlu lagi revisi berkali-kali buat minta penjelasan tambahan.",95,90,95,90,95,90,5,,False,none,92.75,0.9275,Strong,0,1,1,1,1,63
AQD-A809FE,Information & Technology,Data & AI,Data Analyst,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Ehh, itu... emm, sebenernya saya kurang inget ya. Soalnya waktu itu tugas saya kan cuma bagian input data aja sih, bukan buat yang lain. Tapi ya, pernah sih kayaknya saya bantu-bantu temen gitu pas dia lagi ribet sama excel-nya. Emm, saya cuma bantu rapiin dikit aja sih biar lebih cepet gitu. Ehh, ya gitu aja sih, nggak ada yang aneh-aneh sebenernya dari sisi kerjaan saya.",30,20,20,20,30,30,1,contribution_unclear;impact_missing;measurable_result_missing;star_structure_missing;technical_detail_missing,True,contribution,24.5,0.245,Weak,1,0,0,1,1,65
AQD-36C622,Information & Technology,Data & AI,Data Analyst,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Ya tentu pernah. Jadi waktu itu saya melihat tim HR sering kesulitan dalam mengelola absensi manual karyawan. Meskipun tugas utama saya adalah Data Analyst yang berfokus pada visualisasi data penjualan, saya berinisiatif membuat sistem pencatatan kehadiran yang otomatis. Alasannya karena saya ingin membantu mereka bekerja lebih cepat. Dampaknya sangat besar, yaitu tingkat presensi kehadiran karyawan di kantor meningkat drastis hingga 95% dalam waktu tiga bulan. Selain itu, saya juga membantu merapikan database kontak klien yang menurut saya berantakan, dan hasilnya jumlah pengikut media sosial perusahaan naik sebesar 40% setelah data tersebut dikelola dengan lebih baik.",55,60,65,50,70,50,3,role_relevance_low;technical_detail_missing;impact_missing,True,role_relevance,58.25,0.5825,Average,0,1,1,1,1,95
AQD-4AB08C,Information & Technology,Data & AI,Data Analyst,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Di kantor lama, saya lihat dashboard data sering lemot banget pas loading. Itu sebenernya bukan job desk utama saya, tapi saya coba optimasi query SQL-nya karena kelamaan nunggu. Terus saya inisiatif ganti skema indexing di database-nya. Hasilnya, waktu loading dashboard turun drastis dari 45 detik jadi cuma 5 detik. Tim operasional jadi jauh lebih produktif karena nggak perlu nunggu lama tiap mau tarik laporan harian.",95,90,95,90,95,85,5,,False,none,92.25,0.9225,Strong,1,1,1,1,1,65
AQD-008A58,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Sebagai seorang junior Data Analyst, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Baik, terima kasih atas pertanyaannya. Jika kita berbicara mengenai lanskap analitik data yang sangat dinamis saat ini, terutama dalam konteks arsitektur data yang skalabel, saya melihat bahwa tantangan yang saya hadapi bukanlah sekadar pada level penggunaan sintaks atau fungsi-fungsi standar dalam bahasa pemrograman, melainkan pada level efisiensi ekosistem secara makro. Sebenarnya, ada spektrum yang sangat luas terkait bagaimana kita mengintegrasikan algoritma machine learning dengan pipeline data yang sudah ada, dan saya rasa pemahaman saya mengenai optimalisasi query pada database relasional yang berinteraksi dengan cloud-native data warehouse masih perlu kita tinjau lebih jauh. Namun, perlu digarisbawahi bahwa dalam dunia Data Analytics yang kompleks ini, kita seringkali terjebak pada dikotomi antara kecepatan pemrosesan data dan integritas data itu sendiri. Saya berupaya untuk terus mendalami paradigma pemrograman fungsional serta memahami bagaimana manajemen metadata di level enterprise dapat diimplementasikan untuk menjamin persistensi data yang lebih baik. Tentu saja, ini adalah proses yang membutuhkan waktu dan iterasi berkelanjutan, apalagi jika kita mempertimbangkan integrasi antara model data terstruktur dan data tidak terstruktur dalam infrastruktur hybrid yang saat ini sedang tren di berbagai industri besar. Oleh karena itu, saya berfokus pada eksplorasi teoritis mengenai arsitektur data untuk memastikan bahwa apa yang saya pelajari memiliki landasan fundamental yang kuat sebelum saya masuk ke tahap implementasi teknis yang lebih spesifik di masa depan.",40,20,20,30,25,30,1,contribution_unclear;impact_missing;measurable_result_missing;star_structure_missing;communication_unclear;self_awareness_missing,True,contribution,28.0,0.28,Weak,0,0,0,0,1,214
AQD-861DDC,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Sebagai seorang junior Data Analyst, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Jujur, kalau ditanya kelemahan, saya merasa masih agak kesulitan di bagian data modeling yang kompleks, terutama kalau harus join banyak tabel yang skalanya besar di SQL. Kemarin pas lagi ngerjain proyek dashboard performa sales, saya sempat kewalahan pas harus nge-handle data dari beberapa sumber yang formatnya beda-beda. Akhirnya saya coba belajar cara pakai CTE dan window functions biar query-nya lebih efisien dan nggak berat di server. Saya juga mulai rajin baca dokumentasi teknik optimasi database biar ke depannya proses cleaning data saya bisa jauh lebih rapi dan nggak makan waktu lama lagi, meskipun memang belum sempat review ulang apakah efisiensi waktunya sudah sesuai target yang diharapkan perusahaan atau belum.",70,60,65,70,75,80,3,measurable_result_missing;impact_missing;tools_missing,True,metric,68.5,0.685,Average,1,0,0,1,1,109
AQD-1C6C87,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Sebagai seorang junior Data Analyst, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Jujur, saya masih agak lemah di optimasi query SQL yang kompleks. Kadang query saya bikin server *lag* kalau datanya jutaan baris. Tapi saya sadar itu masalah, terus sekarang saya lagi rutin latihan *indexing* dan *execution plan* tiap malam. Target saya, dalam sebulan ini durasi *runtime* query saya bisa turun minimal 30 persen biar kerjaan tim lebih efisien dan nggak ada lagi *bottleneck* pas narik data buat dashboard.",95,90,95,90,95,100,5,,False,none,93.75,0.9375,Strong,1,1,1,1,1,67
AQD-2920F8,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Baik, terima kasih atas pertanyaannya. Jika kita berbicara mengenai kerangka kerja operasional dalam sebuah entitas korporasi, saya memandang bahwa optimalisasi performa individu sangat berkorelasi dengan sinergisitas struktural yang ada di dalam unit kerja tersebut. Secara teoretis, saya melihat bahwa sebuah ekosistem yang mengedepankan efisiensi metodologis melalui penerapan pendekatan data-driven yang komprehensif adalah lingkungan yang saya cari. Dalam konteks analitik, kita harus memahami bahwa data bukanlah entitas yang terisolasi melainkan bagian dari sebuah rantai nilai yang panjang yang melibatkan berbagai stakeholder, baik itu dari sisi engineering, produk, maupun manajemen strategis. Saya sangat menyukai sebuah dinamika di mana setiap proses pengambilan keputusan didasarkan pada signifikansi statistik dan validasi model yang ketat, di mana semua orang memiliki pemahaman mendalam tentang parameter-parameter yang digunakan dalam perumusan hipotesis. Selain itu, aspek kolaboratif juga harus didukung dengan infrastruktur komunikasi yang terstandarisasi, sehingga tidak terjadi bias informasi dalam transmisi data antar departemen. Saya berpendapat bahwa kepatuhan terhadap protokol komunikasi yang formal dan terstruktur merupakan fondasi utama dalam memitigasi risiko ambiguitas yang mungkin muncul di tengah kompleksitas operasional perusahaan. Dengan demikian, saya merasa bahwa efektivitas kerja saya akan mencapai titik puncak apabila saya berada dalam lingkungan yang sangat mengutamakan standarisasi operasional dan ketelitian prosedural dalam setiap iterasi pekerjaan, terlepas dari apa pun output akhir yang dihasilkan oleh tim tersebut nantinya.",30,10,20,40,25,20,1,contribution_unclear;star_structure_missing;communication_unclear;self_awareness_missing,True,contribution,24.0,0.24,Weak,0,0,0,0,1,212
AQD-E08458,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Saya sangat berkembang dalam lingkungan kerja yang menerapkan metodologi agile yang ketat dengan dokumentasi teknis yang komprehensif. Sebagai Data Analyst, saya terbiasa bekerja dalam tim yang mengintegrasikan pipeline data menggunakan Python untuk ETL, melakukan pembersihan data dengan SQL complex query, serta membangun dasbor prediktif di Tableau. Saya sangat mengutamakan kolaborasi cross-functional, di mana saya sering melakukan data cleaning, melakukan feature engineering, dan menerapkan algoritma machine learning sederhana untuk melakukan clustering pada dataset user behavior. Biasanya, saya akan mulai dengan mendefinisikan requirement dari stakeholder, melakukan mapping data source, hingga tahap data modeling. Namun, setelah semua proses teknis itu selesai, saya biasanya...",70,60,75,80,65,60,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,69.0,0.69,Average,1,0,0,1,1,100
AQD-9C9409,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Saya paling maksimal bekerja dalam lingkungan yang mengedepankan kolaborasi terbuka dan transparansi data. Sebagai contoh, di perusahaan sebelumnya, tim kami sempat menghadapi kebuntuan dalam sinkronisasi alur kerja antara divisi teknis dan operasional. Saat itu, saya mengambil inisiatif untuk membangun forum diskusi mingguan di mana setiap temuan data anomali langsung dibahas bersama tanpa ada sekat antar departemen. Saya menyusun alur pelaporan yang membuat hambatan komunikasi menjadi terlihat jelas oleh setiap pihak. Hasilnya, ketegangan antar tim berkurang drastis karena setiap keputusan kini berbasis pada fakta yang disepakati bersama. Pendekatan ini bahkan mendapatkan apresiasi khusus dari jajaran direksi karena berhasil membuat alur pengambilan keputusan menjadi jauh lebih stabil dan objektif, sehingga tim dapat fokus pada eksekusi strategi tanpa gangguan administratif yang berulang.",95,100,90,90,95,95,5,,False,none,94.25,0.9425,Strong,0,0,1,1,1,119
AQD-354AB7,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Saya rasa pertanyaan mengenai tantangan di tiga bulan pertama ini sangat menarik dan kompleks karena melibatkan banyak aspek multidimensional dalam struktur organisasi yang dinamis. Jika kita berbicara mengenai metodologi data, tantangan fundamental yang mungkin saya hadapi adalah bagaimana melakukan integrasi antara sistem legacy yang sudah ada dengan protokol pipeline data modern berbasis arsitektur microservices yang seringkali memiliki latensi berbeda. Saya juga memikirkan mengenai sinkronisasi dataset yang berasal dari berbagai sumber heterogen, di mana kita harus mempertimbangkan aspek normalisasi, standarisasi data, serta pembersihan data melalui prosedur ETL yang lebih efisien agar dapat menghasilkan insight yang relevan bagi stakeholders. Selain itu, saya juga harus mempelajari bagaimana kebijakan tata kelola data perusahaan berinteraksi dengan framework privasi yang berlaku saat ini, serta memahami nuansa dari setiap variabel yang ada dalam database perusahaan. Tentu saja, ini belum termasuk tantangan dalam mengoptimalkan query di lingkungan cloud computing yang skalabilitasnya sangat tinggi. Saya juga harus mempertimbangkan bagaimana setiap anggota tim berkomunikasi terkait data warehouse, bagaimana aliran data didokumentasikan, dan bagaimana kita memastikan integritas data tetap terjaga meskipun terjadi fluktuasi input dari berbagai departemen. Intinya, saya perlu waktu untuk benar-benar mendalami ekosistem teknis ini agar sinkron dengan kebutuhan bisnis jangka panjang secara komprehensif tanpa mengabaikan aspek teknis fundamental yang ada.",40,10,20,30,20,20,1,contribution_unclear;impact_missing;measurable_result_missing;star_structure_missing;self_awareness_missing;communication_unclear,True,contribution,24.5,0.245,Weak,0,0,0,0,1,202
AQD-4A1FFB,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Tantangan terbesar yang saya antisipasi dalam tiga bulan pertama adalah adaptasi terhadap infrastruktur data yang ada di perusahaan ini. Saya akan berfokus melakukan audit terhadap pipeline ETL yang berjalan saat ini, khususnya memastikan integritas data dari sumber operasional menuju data warehouse Snowflake. Saya juga akan melakukan profil data menggunakan Python dengan library Pandas untuk mengidentifikasi outlier dan missing values, serta memetakan dependensi antara dashboard yang ada di Tableau dengan query SQL di backend. Saya berencana untuk mengintegrasikan skrip otomatisasi untuk pembersihan data mentah sebelum dilakukan transformasi lebih lanjut dengan dbt guna memastikan standarisasi metriks di seluruh departemen.",70,60,75,80,70,65,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,70.0,0.7,Average,1,0,0,1,1,97
AQD-03545E,Information & Technology,Data & AI,Data Analyst,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Tantangan terbesar saya pastinya adaptasi sama ekosistem data di sini, sih. Soalnya tiap perusahaan punya struktur database yang beda, tapi saya bakal langsung bedah dokumentasi SQL kalian. Terus, dalam 30 hari pertama, saya targetin bisa selesaiin dua dashboard utama untuk tim operasional. Dengan gitu, saya bisa bantu turunin waktu tunggu pelaporan data tim sampai 20 persen lewat optimasi query, supaya keputusan bisnis jadi jauh lebih cepat tiap minggunya.",95,90,95,95,95,95,5,,False,none,94.0,0.94,Strong,1,1,1,1,1,68
AQD-109883,Information & Technology,Data & AI,Data Analyst,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Ya, terima kasih sebelumnya. Saya ingin bertanya mengenai bagaimana perusahaan mengimplementasikan metodologi analisis data secara teoretis dalam siklus hidup pengembangan sistem. Menurut literatur, terdapat lima tahapan utama dalam pemrosesan data, mulai dari pengumpulan data mentah, pembersihan data, eksplorasi data, pemodelan, hingga penyajian hasil. Saya sangat tertarik untuk mengetahui apakah perusahaan ini secara ketat mengikuti framework CRISP-DM atau justru lebih condong ke arah pendekatan agile data science? Selain itu, bagaimana perusahaan memandang pentingnya integritas data dalam konteks database relasional dibandingkan dengan database non-relasional jika ditinjau dari sisi teori normalisasi basis data?",40,20,20,80,60,30,1,context_missing;contribution_unclear;star_structure_missing;technical_detail_missing,True,context,39.0,0.39,Weak,0,0,0,0,0,90
AQD-46FD03,Information & Technology,Data & AI,Data Analyst,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Terima kasih banyak atas kesempatannya. Sebenarnya saya penasaran, bagaimana budaya perusahaan dalam mendukung kreativitas karyawan? Karena di pengalaman sebelumnya, saya sangat bangga karena berhasil meningkatkan angka keterlibatan followers di media sosial kantor saya sebesar 45% dalam tiga bulan, dan saya ingin tahu apakah di sini kita juga memiliki ruang untuk eksperimen kreatif seperti itu dalam keseharian kerja sebagai data analyst?",60,50,70,40,80,50,3,role_relevance_low;technical_detail_missing;contribution_unclear,True,role_relevance,58.0,0.58,Average,0,1,1,1,1,60
AQD-D4CA06,Information & Technology,Data & AI,Data Analyst,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Ada sih. Saya penasaran, bagaimana tim data di sini menangani inkonsistensi data antar departemen? Saya biasanya pakai SQL buat bersih-bersih data, tapi kalau skalanya besar saya pakai Python. Terus, apakah ada target efisiensi spesifik? Di kantor sebelumnya, saya berhasil automasi pipeline yang memangkas waktu proses data dari 5 jam jadi cuma 30 menit. Saya pengen tahu apakah efisiensi seperti itu jadi fokus utama tim di sini atau ada prioritas lain?",95,90,95,90,95,85,5,,False,none,92.25,0.9225,Strong,1,1,1,1,1,70
AQD-05DB99,Information & Technology,Data & AI,Data Analyst,Data Analytics & Cleaning,"Bisa ceritakan pengalaman kamu saat menangani dataset yang tidak terstruktur atau memiliki banyak missing value? Biasanya tools atau library apa yang kamu gunakan, dan bagaimana langkah teknis kamu untuk membersihkan data tersebut hingga siap dianalisis?","Ehh, saya... emm, waktu itu pernah sih dapet data yang berantakan banget. Banyak yang kosong gitu kan. Ehh, saya sih biasanya ya cuma pakai Excel aja buat ngapus-ngapusin baris yang kosong atau ganti angka jadi nol. Terus ya udah gitu aja, biasanya langsung saya pivot sih biar kelihatan hasilnya. Saya jujur agak lupa detail teknisnya gimana, soalnya udah lama banget itu, emm, ya gitu deh pokoknya.",40,20,20,30,30,30,1,technical_detail_missing;star_structure_missing;measurable_result_missing;communication_unclear,True,technical,28.5,0.285,Weak,1,0,0,1,1,66
